Store,TotalSales,AvgDailySales,MedianDailySales,StdDailySales,AvgCustomers,AvgBasketSize,DaysOpen,StoreType,Assortment,StabilityCV,Growth_2013_2014_Pct,Growth_2014_2015_Pct,RankWithinType,RankOverall
14,4291174,5508.567394094994,5391.0,1479.6472358071142,631.4672657252888,8.650134634709522,779,a,a,0.2686083567559232,3.36360032376836,0.3690734037962426,387,743
15,5231510,6672.844387755102,6418.0,1625.666157597631,663.4017857142857,9.953499746447982,784,d,c,0.2436241673162323,3.4863738916635274,4.955800621985176,152,492
16,5967891,7680.683397683398,7478.0,1904.357955946325,852.4774774774775,8.979153773672161,777,a,c,0.2479412126947852,7.53205274112165,4.762701367219012,168,299
17,4954488,6335.662404092072,5997.0,2497.622418941427,791.6751918158568,7.836924285326805,782,a,a,0.3942164622484091,-0.1994827342198426,2.851326303707145,295,562
18,5130137,6560.277493606138,6362.5,1783.419400041794,713.2800511508951,9.101187791183644,782,d,c,0.2718512138823355,7.927241479004997,10.5920818390222,160,520
19,5036169,6464.915275994866,6247.0,1842.0713550596745,624.6700898587933,10.262941856461106,779,a,c,0.284933564697985,9.954709287468804,5.7890711356276245,289,548
20,4801543,7756.9353796445885,7804.0,1695.430874493675,848.5589660743134,9.222633442320609,619,d,a,0.218569678811912,-50.43940701957106,29.12664923279602,192,606
21,4259763,5482.320463320463,5278.0,1790.771323911026,516.3616473616473,10.411707418081985,777,c,c,0.326644773119741,6.683279509496629,3.438169046940204,102,747
22,2801506,4525.857835218094,4311.0,1140.0046112788557,504.2471728594507,8.897388246700617,619,a,a,0.2518869687880774,-51.68293743654624,25.557849102454643,573,1074
23,4300299,5520.281129653402,5181.0,1605.5300230134883,482.4364569961489,11.28343743662108,779,d,a,0.2908420758480997,1.1530228353821972,1.589539402168254,239,737
24,7313475,9388.28626444159,8875.0,2604.8210323838757,835.4300385109115,11.095816067764463,779,a,c,0.2774543680298407,2.687000144830181,10.720334381769032,74,125
25,8376557,11139.038563829788,10808.0,2862.5967227640194,1566.186170212766,7.033351460621598,752,c,a,0.2569877737975808,-13.316380009503789,16.867533407111523,7,58
26,5217266,6671.695652173913,6363.5,2012.8004028395897,556.0728900255755,11.81552144833073,782,d,a,0.3016924793599865,5.174727668845316,5.700309578128018,156,499
27,7383809,9478.57381258023,8684.0,2915.379757284599,1074.7586649550706,8.677085519666216,779,a,a,0.3075757824890517,3.7317660413451943,3.544204794629102,69,116
28,4080950,5293.060959792478,5036.0,2149.913201550509,581.3177691309987,8.897948913830255,771,a,a,0.406175787107277,-4.89156522665543,-13.262059538723832,418,801
29,5737160,7364.775353016688,6887.0,2204.586750381418,653.7008985879332,11.094594734754631,779,d,c,0.2993420226291622,18.202513426818477,14.18430558710147,93,341
30,4114046,5294.782496782497,5149.0,1542.345143458142,777.1274131274131,6.745731765874589,777,a,a,0.2912952787759243,-15.451177834602326,-14.822687250313512,410,784
31,4596143,5862.427295918367,5716.5,1333.9646416623827,586.0510204081633,9.92485750340544,784,d,c,0.2275447650482824,2.2188254096171174,2.830052113491604,216,664
32,2526117,4067.8212560386473,3896.0,1278.9942679128417,477.1867954911433,8.410880326093704,621,a,a,0.3144175192098681,-49.78813153420757,19.909156964688005,591,1096
33,6572158,8436.659820282413,8248.0,1745.3864720537538,836.3093709884467,10.021715563373872,779,a,c,0.2068812194913564,-2.9098962829907657,2.2784840026066018,125,211
34,6296685,8031.485969387755,7807.5,1513.0003548832915,993.4591836734694,8.03513404204783,784,c,a,0.1883836142713984,2.3869877041922094,2.5112344511778373,36,247
35,7558693,9703.07188703466,9127.0,2998.390768904521,729.6546854942234,13.061844764271775,779,d,c,0.3090145887624516,9.010654963152726,14.298446232237374,19,100
36,5824183,9363.638263665594,9234.5,1323.5946660328486,1090.3183279742766,8.573610008309313,622,a,c,0.1413547414757455,-52.39475265307172,26.694322960723262,183,326
37,5549053,7114.170512820513,7102.5,1890.991274547052,781.0910256410257,9.049371630719286,780,c,a,0.2658062905772751,-5.873194368053871,-0.2194949771031022,54,396
38,4677617,6004.643132220795,5903.0,1811.5706491756544,535.3453145057766,11.058677145936858,779,d,a,0.301694973254081,1.993855011611956,5.074039357281926,206,637
39,3780153,4852.571245186136,4391.0,1864.530653084824,629.6161745827984,7.524005565679037,779,a,a,0.3842356060067086,9.724856040473153,8.637481155050446,459,884
40,3804215,4902.3389175257735,4865.0,1125.8411678870502,663.8208762886597,7.34969456445831,776,a,a,0.2296538829378336,0.0130986663592846,-13.425438717955815,456,877
41,3318407,5335.059485530546,5187.5,1377.795749921179,397.959807073955,13.297476701765548,622,d,c,0.2582531185749588,-42.850992436269856,27.58032955528355,320,999
42,7928768,10178.136071887036,9631.0,2487.339190543346,1100.0487804878048,9.159626752347728,779,a,c,0.2443806187081355,6.389539690119738,4.831464998579364,52,84
43,5315050,6822.9139922978175,6554.0,1963.712854219552,610.1591784338896,11.056549817849795,779,d,a,0.2878114624391174,-1.6707566433109344,-7.278492720356283,143,473
44,4295144,5478.5,5159.0,1585.82126854997,640.0586734693877,8.452718406490561,784,a,a,0.2894626756502637,6.257087088733276,-2.6670396312586835,385,740
45,4166458,5348.469833119384,5340.0,1321.448189986602,415.38125802310657,12.774736677430171,779,d,a,0.2470703268818653,-3.659143660093013,5.006416764677303,247,771
46,3329125,5352.290996784566,5098.0,1578.754203373412,660.5016077170418,7.968036771981357,622,c,a,0.2949679313628242,-49.283706205846975,19.771082617157656,136,996
47,5601760,7145.102040816327,6862.0,1745.3600146931933,920.6505102040816,7.682890068620249,784,a,c,0.244273630344653,6.1760778926565925,10.036334570520058,211,386
48,3085014,3934.966836734694,3840.0,905.3725079817356,429.2334183673469,9.152884386463652,784,a,a,0.2300838979199707,-9.329658162310524,-5.098135208509502,548,1034
49,5675296,7304.113256113256,7041.0,1811.9482445050064,531.7078507078508,13.612547638472758,777,d,c,0.2480723095289461,8.06906380306118,6.630171379537744,98,360
50,3315479,4256.070603337613,4198.0,1181.059842281453,358.7997432605905,11.722754931089488,779,d,a,0.2775000587056204,0.9645871831408728,7.720383167959165,321,1001
51,4152028,6675.286173633441,6583.5,1516.2807743197864,496.9871382636656,13.350809082868793,622,a,c,0.2271484300267019,-48.74085034170656,25.14331461606662,408,779
52,4607742,7407.945337620578,7178.0,1995.8422871084852,503.4983922829582,14.593448576557035,622,d,c,0.269419143385519,-54.67889159903108,6.835758473145334,214,658
53,4127609,5264.807397959184,5143.0,1479.465504394612,566.7091836734694,9.20285975557941,784,a,c,0.2810103756061622,0.9162499889767808,6.624870690145168,409,782
54,6207418,7907.538853503184,7984.0,2081.5791454093887,730.4789808917197,10.757870777104667,785,d,c,0.2632398251811574,0.5445043049023753,3.426770836174845,65,262
55,3587212,4598.989743589744,4299.0,1533.8537787314715,558.9641025641025,8.117352443687528,780,a,a,0.3335197215582875,19.53667839991625,10.134047995745204,488,934
56,5718290,7321.754161331626,7238.0,1730.431691655545,506.93854033290654,14.36483416428389,781,d,c,0.2363411354063855,13.497759057185505,15.932996496522607,96,350
57,8155633,10591.73116883117,9757.5,3705.1394676988966,988.5207792207792,10.52628760920903,770,d,c,0.3498143418332029,-10.640390158623344,-16.179697575453353,9,71
58,3947427,6336.158908507223,5962.0,1789.0905876047868,513.1476725521669,12.169475362558757,623,a,c,0.2823620135540903,-45.7125816776486,31.987681108995403,435,838
59,4302026,5501.312020460358,5386.5,1913.4280871368169,564.0153452685422,9.61659853811686,782,a,c,0.3478130453281757,1.215149051867786,1.8198481550526455,383,736
60,6265808,8033.087179487179,7460.5,2697.448807085022,713.473076923077,11.113233818333423,780,d,c,0.3357922983797648,11.739019560310169,11.888850665435218,58,252
61,3668998,4722.005148005148,4574.0,1192.8490725013266,571.7387387387388,8.188622013038053,777,a,c,0.252614945370243,18.177835319139565,5.631062233025747,477,918
62,5066512,6503.86649550706,6491.0,1831.510494555029,717.9833119383825,9.014748668384966,779,a,a,0.2816033348501627,2.147353986162189,3.823574897157527,282,539
63,5453808,6956.3877551020405,6858.0,1858.9440204496025,638.8520408163265,10.772893664188404,784,c,c,0.2672283498121841,8.668811879695166,9.327152171102451,63,434
64,8070070,10359.525032092426,10085.0,2644.0081093076624,792.8536585365854,12.935112100434782,779,d,c,0.2552248390845022,13.769094275574757,8.149869150461356,11,74
65,3988058,5112.894871794872,4985.0,1757.783812774258,455.9,11.067314695169898,780,a,c,0.3437942411980771,1.4492782138029685,4.979060134528327,427,828
66,4750858,6114.360360360361,5991.0,1158.2185825316049,524.056628056628,11.625059315155324,777,d,a,0.1894259602427723,1.2910585723219967,3.9511535310815193,198,618
67,6083079,7828.930501930502,7401.0,2188.942863248343,798.3230373230373,9.699075179516631,777,a,c,0.2795966655609704,4.379403080097913,4.269671288019208,156,280
68,5929590,7563.252551020408,7135.5,1927.5124686299732,1151.954081632653,6.501634871189416,784,a,c,0.2548523212238787,5.610239057894244,7.298904562945377,174,311
69,7362059,9426.451984635083,9042.0,2172.9050244886403,1183.663252240717,7.896438163325439,781,c,c,0.230511440362761,-4.204682484230068,-1.3732547586189747,17,120
70,5167478,6608.028132992327,6296.0,1677.983191822024,679.0971867007672,9.62905999276404,782,c,c,0.2539309999974499,2.0451073235195683,2.1849864431007298,71,505
71,7058595,9061.09756097561,8514.0,2583.332567633143,746.9204107830552,11.969319278301386,779,a,a,0.285101506770996,2.7210659774204604,0.6724749022308426,91,151
72,2753676,4420.025682182985,3960.0,1773.281547381775,474.8603531300161,9.070569376162378,623,a,a,0.4011925891131875,-48.79063772922177,16.754623928465083,576,1077
73,3588351,4576.978316326531,4528.0,1356.554700224665,494.1352040816327,9.21326266791261,784,a,c,0.296386525447521,3.654493654493655,7.577837266951305,487,933
74,4855145,6256.630154639175,5832.5,1706.9473423306074,854.2229381443299,7.2468170736555315,776,a,a,0.2728221582771578,1.127590194461214,0.875223211130638,309,589
75,4722388,6023.4540816326535,5847.0,1289.8346228143537,642.140306122449,9.32492595756026,784,d,c,0.2141353790257076,3.63613394835516,5.382981133107082,201,625
76,5606718,8999.54735152488,8573.0,2068.1852516867093,928.096308186196,9.61279799772207,623,d,c,0.2298099194218114,-50.30814520800882,22.371559539451063,110,385
77,5952383,7621.489116517286,7428.0,1958.089885301454,662.8335467349552,11.366666383966416,781,d,c,0.2569169692911957,7.74417816633132,6.056357614792892,79,302
78,2899629,3717.473076923077,3588.0,1091.6862205561931,494.8589743589744,7.400858722496558,780,a,a,0.2936635176547864,3.895270786567236,4.154123181291556,564,1059
79,4253485,5474.240669240669,5058.0,1547.2317373174697,560.4877734877734,9.641750035834487,777,a,a,0.282638603379505,3.026614700094868,5.512446175187889,390,749
80,5933077,7616.2734274711165,7616.0,1774.0271865336078,577.7458279845956,13.100543330733482,779,d,a,0.2329258794904702,2.499335983447574,6.34712284169348,82,308
81,4345098,6985.688102893891,6814.0,1320.2906730488223,561.4983922829582,12.389772699065684,622,a,a,0.1889993732330933,-49.64519394118689,28.292750020877037,375,720
82,7026310,9019.653401797175,8668.0,2796.89060145863,838.5596919127086,10.619204979619887,779,a,a,0.3100884786660812,4.150210817106216,1.6317727777217232,94,156
83,3028523,3887.7060333761233,3725.0,886.0038050264756,345.8395378690629,11.161528866301998,779,a,a,0.2278988682323444,0.7864369880347574,4.460063317024403,552,1042
84,10092722,12955.997432605904,12213.0,2947.7899259096084,1392.3106546854942,9.227294473658098,779,a,c,0.227523194662806,2.9909629422511115,4.858110313023334,20,32
85,6850652,7272.454352441614,6622.0,2272.8611647237985,1015.4012738853504,7.119746921047082,942,b,a,0.3125301383240337,1.3095939968217298,4.176862111925576,12,174
86,3652727,4695.021850899743,4374.0,1369.596437770384,604.9601542416452,7.657311547365303,778,a,a,0.2917124736081724,3.455431628647016,-0.6856363404130206,478,922
87,4598287,5865.161989795918,5838.5,1631.6790451227976,737.4477040816327,7.9312317586326015,784,a,a,0.2781984620308113,1.3018356564108888,-1.8195842019376791,341,663
88,4699058,6024.433333333333,5949.0,2463.730831311943,613.4910256410257,9.660038562762638,780,a,a,0.4089564437006981,0.1736665382286563,2.407163951237943,329,633
89,3714173,5971.33922829582,5846.5,1271.0736085031504,624.1752411575562,9.539316866189404,622,a,a,0.2128624015329817,-51.5386735539904,23.875604071779712,467,902
90,6548246,8416.768637532134,7909.5,2017.9997316158103,1057.060411311054,7.900984869773345,778,a,a,0.2397594395807825,5.150161138412972,2.06682194059926,128,214
91,4324904,5559.002570694088,5335.0,1664.112031080913,613.9305912596401,8.989314832695666,778,c,a,0.299354427330861,16.400700035519773,-31.104241364601943,98,727
92,4671417,5996.684210526316,5719.0,1836.8827764983064,547.0577663671373,10.771458571042976,779,c,a,0.3063164095374446,10.227274759109497,10.73702345118611,89,638
93,4646872,5965.175866495507,5968.0,1952.2198961735323,603.5545571245186,9.809917854856817,779,a,a,0.327269461934648,-1.5613641287671745,0.5366785196891874,331,647
94,5547371,7121.14377406932,6641.0,1993.796303311044,640.1437740693196,10.974302409470909,779,d,c,0.279982593606828,3.1404754813638096,6.205270319251385,112,397
95,5958064,7638.54358974359,7303.5,2434.299184685851,843.7192307692308,8.965450008010421,780,a,a,0.3186862987801009,-2.23995799948334,-10.955338013585097,169,301
96,4037973,5176.888461538461,4861.5,2257.3803751860046,542.774358974359,9.356967091482934,780,a,a,0.4360496448701078,4.087074578862731,5.804459590998092,421,809
97,5228649,6703.3961538461535,6500.5,2000.3082248335925,688.8307692307692,9.626975252759586,780,d,c,0.298402209704687,3.818743515122772,6.199799981248242,153,494
98,3980584,5109.863928112965,4957.0,1299.448767636714,451.5853658536585,11.195776049372638,779,d,c,0.2543020295486793,11.428000444724038,11.156693936636328,267,829
99,3191184,5130.520900321543,4971.5,1346.8221733217797,465.5209003215434,10.883786545207828,622,c,c,0.2625117798930262,-46.24158130964522,31.787331205371057,138,1021
100,4826434,7964.412541254125,7754.0,1672.2694950991463,686.2194719471947,11.546505916377834,606,d,a,0.2099677140576423,-47.62528966177919,22.75138896269643,187,595
101,5856384,7469.877551020408,7273.5,1673.1916275594351,777.155612244898,9.531711845382334,784,d,c,0.2239918413831123,6.88101096003281,5.65180663607543,86,320
102,5444156,7061.162127107653,6559.0,2368.8068163995395,1048.9857328145265,6.585097846216554,771,a,a,0.3354698240542785,2.9943239171320006,5.034831032881332,235,437
103,2959073,4689.497622820919,4555.0,1207.662946872308,421.6164817749604,11.053830055040429,631,d,c,0.2575250152586389,107.22968893229375,8.032680948835875,336,1053
104,7939205,10126.53698979592,9915.0,1418.1354436586955,1312.3775510204082,7.693295586514344,784,a,a,0.1400415013629724,3.71071796182015,2.26253716136056,51,83
105,3348791,4441.3673740053055,4271.0,1723.2528605222187,515.0490716180371,8.506618848974453,754,a,c,0.3880005222283961,38.06264582089899,10.32450019794141,519,987
106,6718335,8668.81935483871,8567.0,2070.441651916768,825.6477419354839,10.445636595756524,775,a,a,0.2388377894575806,-1.4120266952841096,6.586365948483215,113,192
107,5751886,7336.589285714285,7134.5,1261.9031572291017,955.311224489796,7.641653219505744,784,a,a,0.1720013357823183,5.646952660240627,5.593068776016887,186,334
108,6863994,11035.360128617363,10642.0,2334.7618475106365,848.7813504823151,12.92191049059133,622,d,c,0.2115709700724703,-46.4056288430059,32.874577650831135,35,171
109,5068030,6464.323979591837,6137.0,1477.568357979471,742.3762755102041,8.634331637683534,784,a,c,0.2285727575913926,2.9314802743408928,5.37272742084102,281,538
110,3554993,4534.429846938776,4410.0,1228.5002091615886,587.4387755102041,7.686484911513299,784,a,c,0.2709271618770235,-2.4302314580117854,-1.0091879928212266,494,946
111,5288733,6771.745198463508,6618.0,1692.2639752461846,597.6747759282971,11.22190498552718,781,d,c,0.2499007162334098,2.287527356196234,1.2280018806780553,146,479
112,4883888,6229.448979591837,6075.5,904.9735501022416,775.9936224489796,8.009287858771657,784,a,a,0.1452734508408377,3.337724033686029,1.5895935361500229,306,584
113,4477826,7199.077170418006,6917.0,1714.428092646756,699.3135048231511,10.216908100622504,622,d,c,0.2381455361656041,-52.83660231362962,-5.923223286953147,225,692
114,4191703,5346.559948979592,5187.5,1256.1082863562644,608.125,8.717191221080993,784,c,a,0.2349376605411479,1.6123257316215778,0.9732344460297262,105,763
115,4585191,7371.689710610933,7152.5,1693.1385919791662,552.0450160771704,13.280756952400768,622,d,c,0.2296812072192939,-47.56452575255986,30.051434523072125,219,667
116,5711629,7294.54533844189,7096.0,1420.4604374637106,758.2477650063857,9.575892943128464,783,a,a,0.1947291258823158,-4.147845999586869,4.840698344605193,195,351
117,3024044,3881.956354300385,3786.0,1091.6748720980252,492.0654685494224,7.814028024532415,779,a,a,0.281217708923667,1.0420501300422402,0.5280000714116749,554,1044
118,6085216,7781.606138107417,7425.0,2293.5151793622035,675.5460358056266,11.35285960167224,782,d,c,0.2947354490393181,11.869153334556524,7.79557637475136,71,279
119,4707987,6005.085459183673,5759.5,1391.7458670533454,664.9642857142857,8.960395587852673,784,a,c,0.2317612091473113,2.9510427880566046,2.6144348967428224,328,631
120,5552990,7110.102432778489,6767.0,1724.737568965715,638.1959026888604,11.02918240426831,781,d,a,0.2425756288706126,1.0099443122264704,1.813523459580319,111,394
121,3473474,4453.171794871795,4462.0,1381.4396376151165,504.1128205128205,8.839732752191189,780,a,a,0.3102147640488429,0.2124108520889037,-0.1199479920156756,504,964
122,5718883,6462.014689265537,6176.0,2254.824549165973,793.780790960452,8.084750520470356,885,a,c,0.348935224940235,4.677242571761046,3.108459465145543,193,348
123,6450589,8399.204427083334,8001.0,3243.6659457784885,959.77734375,8.604713054512981,768,a,a,0.3861872840383845,-1.747021321358471,-0.7139257517218209,137,232
124,3446410,4424.146341463415,4401.0,1270.4591235952123,525.6829268292682,8.374025300373905,779,a,a,0.2871648054876438,5.596814357331695,6.803768704585707,509,971
125,9280089,11836.848214285714,11418.0,2741.774909400014,1573.9413265306123,7.456884383409347,784,a,a,0.2316304864069311,-1.1934265811603155,4.213309746003089,24,39
126,5069540,6507.75353016688,5919.0,3049.536738528865,543.8125802310655,11.80863793817029,779,d,a,0.4686005277232227,-22.321222385561654,-8.874889571920079,167,537
127,3263370,5238.154093097914,5164.0,1513.1183273888942,659.7479935794543,7.816420204632228,623,d,a,0.288864798647803,-49.59791586335166,21.188252735143948,323,1009
128,5822099,7454.672215108835,7129.0,2146.6927532916056,594.6824583866837,12.371875259670247,781,d,c,0.2879660823906882,21.781377385950982,11.033883056666337,87,327
129,5727451,9208.120578778136,8768.5,2031.709143804463,1165.4630225080386,7.843029262794293,622,a,a,0.2206431949302361,-51.403823326716704,13.332079591621689,189,344
130,3999550,5121.062740076824,4953.0,964.208962301074,573.7451984635084,8.888182245835775,781,c,a,0.1882829817247287,4.412220029633173,1.5309899514346843,118,825
131,4109540,5275.404364569961,5057.0,1299.798598016282,558.8973042362003,9.35899364359478,779,c,a,0.2463884298132354,-13.647706424141576,1.0651473021613416,109,786
132,3908185,6283.255627009647,6094.5,1591.170509893406,582.4051446945338,10.675546989847687,622,d,c,0.2532398177552236,-42.44060150556743,34.449866208230546,275,846
133,5057788,6467.759590792839,6276.5,2163.862890282669,758.8273657289003,8.447328465442418,782,a,a,0.3345614288699026,-9.329538645608768,1.838829806348384,285,542
134,3705099,4725.8915816326535,4758.5,980.921925272082,494.5969387755102,9.564616480358978,784,a,a,0.2075633577978111,-0.5951377042200171,-2.275307705046351,469,905
135,4648837,5952.416133162612,5906.0,1366.0874365513678,539.7810499359795,10.944443660713294,781,d,a,0.2295013329025341,5.180614734779514,5.795622662472056,210,645
136,3414045,5488.818327974276,5049.5,1793.8788030908995,423.9807073954984,12.719252990243897,622,a,c,0.3268242262543521,-38.45994600236347,5.606422619766419,513,976
137,5147039,8274.98231511254,8054.0,1714.8325959739989,957.2813504823152,8.615873740479799,622,a,a,0.2072309680761749,-50.72153441057176,24.129193276320844,266,511
138,5721236,7334.917948717949,7139.0,2728.3053152333555,714.4435897435898,10.195885944424871,780,a,c,0.3719612590499705,7.033968462176726,6.340540742192988,191,346
139,4020701,6464.149517684888,6207.0,1686.4925628071874,513.8151125401929,12.513640377241083,622,a,a,0.2608993740310634,-50.75322785885275,22.375095494359226,424,815
140,5833328,7469.049935979513,7181.0,1624.092283381427,963.6120358514725,7.694425551794272,781,a,c,0.2174429542314258,2.846783782123329,4.40085635260334,180,323
141,4305156,5540.741312741313,5235.0,1463.0938987119987,611.8983268983269,8.94736262969897,777,c,c,0.2640610373466659,-1.9033702883540435,5.227001867590915,100,734
142,3586489,4603.965340179718,4515.0,1065.165393860443,568.7355584082156,8.054861872361945,779,a,a,0.2313582564500504,0.7354126297271493,0.57686642577739,489,935
143,4919195,6314.756097560976,5954.0,1857.946514009063,582.0423620025674,10.693874538953091,779,d,a,0.2942230048642227,9.73199560045679,2.583278591976805,180,574
144,4823879,7718.2064,7525.0,1896.27291510181,728.8896,10.5215697785791,625,a,c,0.2456882877739328,-53.61018786606989,16.023279845755365,313,598
145,5072096,8342.263157894737,7833.0,2070.3650403144075,1267.7861842105262,6.544990239634257,608,a,a,0.2481778626648943,-59.67803695437913,27.010296147701112,280,535
146,6086195,7812.83055198973,7395.0,2031.9104316132607,702.4223363286264,10.99456807649037,779,d,c,0.260073531365119,10.09463995175843,8.872533987529389,70,278
147,6397583,8212.558408215662,7977.0,1991.0660364634805,879.6161745827984,9.248291339560732,779,d,c,0.2424416287221363,3.7938376831109393,2.516110460926223,53,234
148,6772949,8638.96556122449,8320.0,1576.8211956666637,819.4770408163265,10.501585001359777,784,a,a,0.1825243062368643,1.7568488827168285,5.207220124244128,111,189
149,3462975,5567.483922829582,5312.0,1497.3443358585164,486.21864951768487,11.328794483081694,622,d,a,0.2689445280153617,-50.23367401544948,16.522709820368377,312,966
150,6599117,8417.24107142857,8039.0,2151.460751040159,820.3966836734694,10.147945506713471,784,c,c,0.2556016553147163,8.21992141311472,7.113377994739015,27,209
151,5269496,6755.764102564102,6479.5,1858.2341903763204,652.0076923076923,10.221685539588952,780,d,c,0.275059069879459,5.099860069345349,9.39825823185399,147,480
152,4317171,5541.939666238768,5181.0,1860.535135365206,621.403080872914,8.7339107441284,779,a,a,0.3357191249662095,2.800692056304334,1.769442212109889,381,728
153,5505047,7066.812580231065,6493.0,2601.5007955011665,633.8793324775353,10.878562494475704,779,a,a,0.3681293038361723,2.010072503946248,-11.214003129613973,224,411
154,6824045,8737.57362355954,8291.0,2289.9203823962216,737.4302176696543,11.718296200308144,781,d,c,0.2620773776625812,8.912620434189598,5.413023296123791,38,182
155,4290509,6886.852327447833,6847.0,1627.503682144064,660.3081861958267,10.342586687491474,623,d,a,0.2363203978772103,-48.788872190753935,20.681284313126703,242,744
156,5443980,6961.611253196931,6703.0,2815.318761405872,712.6202046035805,9.55114781341445,782,a,a,0.4044062012386878,-1.826497890453126,1.5965104445318314,236,438
157,7574054,9722.790757381255,9202.0,2425.040825165442,989.8305519897305,9.73917954396072,779,a,c,0.24941818513624,2.238193075453611,3.6203730182180953,61,99
158,6354198,8156.865211810013,8060.0,1646.702943653333,519.9845956354301,15.634011121083958,779,d,c,0.2018793863688142,7.527584540672722,0.887692465964816,54,240
159,4827383,7748.60834670947,7309.0,2090.5946939412643,695.9727126805778,10.980353452732263,623,d,a,0.2698026020155035,-51.45863351968902,18.568807597657656,186,594
160,4475644,5730.658130601792,5476.0,1409.864402336436,559.1843790012804,10.139068955285216,781,d,c,0.2460213766387041,1.6513489251888809,0.3577905852007093,226,696
161,5649774,7252.598202824133,7026.0,1400.0300479870737,819.2182284980745,8.798929800457792,779,a,c,0.1930384131085474,3.640883032590077,5.298971247354591,207,373
162,6066911,7768.131882202305,7479.0,2167.96947401874,555.6952624839948,13.799387243987358,781,d,c,0.2790850499057322,5.364847596414981,1.0206810975784983,72,281
163,5722186,7298.706632653061,6998.5,1517.62768699338,870.8048469387755,8.362886216234884,784,a,a,0.2079310435911747,-12.35135753169566,-3.641941919609395,190,345
164,3868966,6210.218298555377,5764.0,1986.1573882546784,633.4333868378812,9.648233633068315,623,a,a,0.3198208650276753,-49.50298100486288,26.855065078828183,445,860
165,2486031,3996.834405144695,3836.5,931.8986125453652,422.65434083601286,9.39792915419503,622,a,a,0.2331591750075591,-51.363206521380974,15.442238741004576,592,1099
166,4533193,5819.24646983312,5558.0,1527.92436482452,817.2682926829268,7.058447372271952,779,a,c,0.262563954413214,-2.389052465411718,-5.017449930596867,346,677
167,7250708,9295.779487179489,8773.0,3220.269054864011,1055.1846153846154,8.66292277048524,780,a,a,0.3464227028303897,6.724672084901735,4.831782862543752,78,132
168,5840824,7517.148005148005,7184.0,2287.199088421592,731.2445302445302,10.162973419296147,777,a,a,0.3042642085609114,4.207014262757951,2.796317527128025,179,322
169,5529699,7218.92819843342,7058.0,1975.1029793789285,687.9164490861618,10.413047475130018,766,d,a,0.273600585168245,-9.32125388957549,-24.8972361589452,116,405
170,3902355,5009.441591784339,4771.0,1327.2506054941578,543.7625160462131,9.132161975682957,779,a,a,0.2649498115061159,-4.46009419374758,-5.801349896019014,438,848
171,6566306,8429.147625160462,7891.0,2513.83353182677,867.2451861360719,9.601289894822564,779,a,a,0.2982310482169204,3.7929546581031377,0.8130953723110191,126,212
172,4342600,6981.672025723473,6809.0,1316.567308116346,868.9019292604502,8.000194460746632,622,a,a,0.1885747859918866,-53.94194296365964,27.59934336043388,378,723
173,6454502,8232.783163265307,7922.5,1910.683695790886,1006.5369897959184,8.106952627091758,784,a,a,0.2320823539136024,-2.521349934736819,-1.9339584025580645,136,231
